*******************************************************************************************
SetName: HERAF2CHARM
Author: James Moore jmm232@cam.ac.uk
Date: 2020
CodesUsed: APFEL (apfel4eft branch)
TheoryInput: Gmu EW input scheme
PDFset: NNPDF31_nnlo_as_0118
Warnings: For PDF4EFT project.
Operator: W
Coefficient: -10e-4
InputParameters: G_F = 1.1663787e-5 GeV-2, m_Z = 91.1876 GeV, m_W = 80.398 GeV, Gamma_Z = 2.4952 GeV, Gamma_W = 2.085 GeV
Notes: Correction is for electron channel. SMEFT contribution is linearised and includes SMEFT x QCD effects.
********************************************************************************************
1.0000000000    0.00000
1.0000000000    0.00000
1.0000000000    0.00000
1.0000000000    0.00000
1.0000000000    0.00000
1.0000006523    0.00000
1.0000006638    0.00000
1.0000006578    0.00000
1.0000006600    0.00000
1.0000009209    0.00000
1.0000009253    0.00000
1.0000009201    0.00000
1.0000009270    0.00000
1.0000009160    0.00000
1.0000009227    0.00000
1.0000015769    0.00000
1.0000015774    0.00000
1.0000015797    0.00000
1.0000015752    0.00000
1.0000015772    0.00000
1.0000015744    0.00000
1.0000023698    0.00000
1.0000023680    0.00000
1.0000023702    0.00000
1.0000023711    0.00000
1.0000023690    0.00000
1.0000023724    0.00000
1.0000042158    0.00000
1.0000042148    0.00000
1.0000042150    0.00000
1.0000042146    0.00000
1.0000042162    0.00000
1.0000042100    0.00000
1.0000042151    0.00000
1.0000079204    0.00000
1.0000079220    0.00000
1.0000079225    0.00000
1.0000079243    0.00000
1.0000079215    0.00000
1.0000079226    0.00000
1.0000159302    0.00000
1.0000159263    0.00000
1.0000159290    0.00000
1.0000159231    0.00000
1.0000159231    0.00000
1.0000267220    0.00000
1.0000267190    0.00000
1.0000473198    0.00000
1.0000473196    0.00000
1.0000897952    0.00000
1.0000898117    0.00000
1.0002966344    0.00000
