*******************************************************************************************
SetName: CMSDY2D11
Author: Cameron Voisey voisey@hep.phy.cam.ac.uk.uk
Date: 2020
CodesUsed: Mathematica
TheoryInput: Gmu EW input scheme
PDFset: NNPDF31_nnlo_as_0118
Warnings: For PDF4EFT project. Only K-factors above Z pole (>= 120 GeV) are != 1.
Operator: Cb
Coefficient: -10e-4
InputParameters: G_F = 1.1663787e-5 GeV-2, m_Z = 91.1876 GeV, m_W = 80.398 GeV, Gamma_Z = 2.4952 GeV, Gamma_W = 2.085 GeV
Notes: Correction is for muon channel. SMEFT contribution is linearised. For highest invariant mass bin, corrections only applied to first 7 points due to kinematic limit.
********************************************************************************************
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
1.00000 0.00000
0.9999155361680748	0.00000
0.9999159810478528	0.00000
0.9999168701096887	0.00000
0.9999182015714903	0.00000
0.9999199688181918	0.00000
0.9999221573837644	0.00000
0.9999247472258743	0.00000
0.9999277121753057	0.00000
0.9999310195969077	0.00000
0.9999346280709103	0.00000
0.9999384835940123	0.00000
0.9999425394444691	0.00000
0.9999467433478572	0.00000
0.9999510246352239	0.00000
0.9999553235190053	0.00000
0.9999595912345368	0.00000
0.9999637571402465	0.00000
0.999967741383158	0.00000
0.9999715283423446	0.00000
0.9999750791270237	0.00000
0.9999783727205593	0.00000
0.9999813923875345	0.00000
0.9999841294546067	0.00000
0.9999865766421067	0.00000
0.9998082844390076	0.00000
0.999815993064268	0.00000
0.9998305029149734	0.00000
0.999849972859475	0.00000
0.9998722739873409	0.00000
0.999895497492373	0.00000
0.999917509072294	0.00000
1.00000	0.00000
1.00000	0.00000
1.00000	0.00000
1.00000	0.00000
1.00000	0.00000
