LEP_EEWW_189GEV 1 10
1	 EWK_RAP	 -0.8	 6460	 189	 0.718	 0.073	0.015	 2.0891364902506964
2	 EWK_RAP	 -0.6	 6460	 189	 0.856	 0.078	0.015	 1.752336448598131
3	 EWK_RAP	 -0.4	 6460	 189	 1.009	 0.084	0.018	 1.7839444995044598
4	 EWK_RAP	 -0.2	 6460	 189	 1.101	 0.085	0.023	 2.0890099909173476
5	 EWK_RAP	 0.0	 6460	 189	 1.277	 0.091	0.023	 1.8010963194988254
6	 EWK_RAP	 0.2	 6460	 189	 1.801	 0.119	0.031	 1.7212659633536924
7	 EWK_RAP	 0.4	 6460	 189	 2.215	 0.135	0.035	 1.5801354401805872
8	 EWK_RAP	 0.6	 6460	 189	 2.823	 0.144	0.046	 1.6294721927027984
9	 EWK_RAP	 0.8	 6460	 189	 4.001	 0.169	0.06	 1.4996250937265683
10	 EWK_RAP	 1.0	 6460	 189	 5.762	 0.208	0.081	 1.4057618882332523
