LEP_eeWW_182GeV 1 10
1	 EWK_RAP	-0.8	 6460	 182	 0.502	 0.112	0.016	 3.1872509960159365
2	 EWK_RAP	 -0.6	 6460	 182	 0.705	 0.128	0.017	 2.411347517730497
3	 EWK_RAP	 -0.4	 6460	 182	 0.868	 0.142	0.018	 2.073732718894009
4	 EWK_RAP	 -0.2	 6460	 182	 1.281	 0.202	0.023	 1.795472287275566
5	 EWK_RAP	 0.0	 6460	 182	 1.529	 0.194	0.024	 1.5696533682145193
6	 EWK_RAP	 0.2	 6460	 182	 2.15	 0.241	0.036	 1.6744186046511627
7	 EWK_RAP	 0.4	 6460	 182	 2.583	 0.267	0.04	 1.5485869144405728
8	 EWK_RAP	 0.6	 6460	 182	 2.602	 0.249	0.049	 1.8831667947732516
9	 EWK_RAP	 0.8	 6460	 182	 4.245	 0.362	0.059	 1.3898704358068315
10	 EWK_RAP	 1.0	 6460	 182	 5.372	 0.413	0.073	 1.358897989575577
