#: table_doi: 10.17182/hepdata.115022.v2/t40
#: name: ak7_correlations_y4_y4
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $1.5 < |y| < 2.0$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y4_y4.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
115.0   97.0   133.0   115.0   97.0   133.0   1.0
115.0   97.0   133.0   153.5   133.0   174.0   -0.45493
115.0   97.0   133.0   197.0   174.0   220.0   0.11919
115.0   97.0   133.0   246.0   220.0   272.0   -0.04277
115.0   97.0   133.0   301.0   272.0   330.0   0.017837
115.0   97.0   133.0   362.5   330.0   395.0   -0.0087067
115.0   97.0   133.0   431.5   395.0   468.0   0.0023205
115.0   97.0   133.0   508.0   468.0   548.0   -0.0013672
115.0   97.0   133.0   593.0   548.0   638.0   -0.00029443
115.0   97.0   133.0   687.5   638.0   737.0   -0.00038028
115.0   97.0   133.0   791.5   737.0   846.0   -0.00015666
115.0   97.0   133.0   906.5   846.0   967.0   -0.00017998
115.0   97.0   133.0   1034.0   967.0   1101.0   -6.8793e-05
115.0   97.0   133.0   1174.5   1101.0   1248.0   -1.7631e-05
115.0   97.0   133.0   1329.0   1248.0   1410.0   -1.4272e-05
115.0   97.0   133.0   1499.0   1410.0   1588.0   -7.0553e-06
153.5   133.0   174.0   115.0   97.0   133.0   -0.45493
153.5   133.0   174.0   153.5   133.0   174.0   1.0
153.5   133.0   174.0   197.0   174.0   220.0   -0.28841
153.5   133.0   174.0   246.0   220.0   272.0   0.10416
153.5   133.0   174.0   301.0   272.0   330.0   -0.045873
153.5   133.0   174.0   362.5   330.0   395.0   0.020008
153.5   133.0   174.0   431.5   395.0   468.0   -0.0073482
153.5   133.0   174.0   508.0   468.0   548.0   0.0027774
153.5   133.0   174.0   593.0   548.0   638.0   -0.0006817
153.5   133.0   174.0   687.5   638.0   737.0   0.00046479
153.5   133.0   174.0   791.5   737.0   846.0   -4.6329e-05
153.5   133.0   174.0   906.5   846.0   967.0   0.00012601
153.5   133.0   174.0   1034.0   967.0   1101.0   1.4189e-05
153.5   133.0   174.0   1174.5   1101.0   1248.0   1.2793e-05
153.5   133.0   174.0   1329.0   1248.0   1410.0   4.2049e-06
153.5   133.0   174.0   1499.0   1410.0   1588.0   3.6966e-06
197.0   174.0   220.0   115.0   97.0   133.0   0.11919
197.0   174.0   220.0   153.5   133.0   174.0   -0.28841
197.0   174.0   220.0   197.0   174.0   220.0   1.0
197.0   174.0   220.0   246.0   220.0   272.0   -0.44039
197.0   174.0   220.0   301.0   272.0   330.0   0.199
197.0   174.0   220.0   362.5   330.0   395.0   -0.084863
197.0   174.0   220.0   431.5   395.0   468.0   0.032981
197.0   174.0   220.0   508.0   468.0   548.0   -0.011397
197.0   174.0   220.0   593.0   548.0   638.0   0.0041444
197.0   174.0   220.0   687.5   638.0   737.0   -0.0015912
197.0   174.0   220.0   791.5   737.0   846.0   0.00057125
197.0   174.0   220.0   906.5   846.0   967.0   -0.00026756
197.0   174.0   220.0   1034.0   967.0   1101.0   7.2535e-05
197.0   174.0   220.0   1174.5   1101.0   1248.0   -2.8202e-05
197.0   174.0   220.0   1329.0   1248.0   1410.0   8.6107e-06
197.0   174.0   220.0   1499.0   1410.0   1588.0   -4.1186e-06
246.0   220.0   272.0   115.0   97.0   133.0   -0.04277
246.0   220.0   272.0   153.5   133.0   174.0   0.10416
246.0   220.0   272.0   197.0   174.0   220.0   -0.44039
246.0   220.0   272.0   246.0   220.0   272.0   1.0
246.0   220.0   272.0   301.0   272.0   330.0   -0.48842
246.0   220.0   272.0   362.5   330.0   395.0   0.20868
246.0   220.0   272.0   431.5   395.0   468.0   -0.081173
246.0   220.0   272.0   508.0   468.0   548.0   0.028074
246.0   220.0   272.0   593.0   548.0   638.0   -0.010332
246.0   220.0   272.0   687.5   638.0   737.0   0.0038877
246.0   220.0   272.0   791.5   737.0   846.0   -0.0014366
246.0   220.0   272.0   906.5   846.0   967.0   0.00063426
246.0   220.0   272.0   1034.0   967.0   1101.0   -0.00018859
246.0   220.0   272.0   1174.5   1101.0   1248.0   6.7126e-05
246.0   220.0   272.0   1329.0   1248.0   1410.0   -2.3226e-05
246.0   220.0   272.0   1499.0   1410.0   1588.0   9.1172e-06
301.0   272.0   330.0   115.0   97.0   133.0   0.017837
301.0   272.0   330.0   153.5   133.0   174.0   -0.045873
301.0   272.0   330.0   197.0   174.0   220.0   0.199
301.0   272.0   330.0   246.0   220.0   272.0   -0.48842
301.0   272.0   330.0   301.0   272.0   330.0   1.0
301.0   272.0   330.0   362.5   330.0   395.0   -0.49522
301.0   272.0   330.0   431.5   395.0   468.0   0.19312
301.0   272.0   330.0   508.0   468.0   548.0   -0.066114
301.0   272.0   330.0   593.0   548.0   638.0   0.024095
301.0   272.0   330.0   687.5   638.0   737.0   -0.0090674
301.0   272.0   330.0   791.5   737.0   846.0   0.0034093
301.0   272.0   330.0   906.5   846.0   967.0   -0.0014567
301.0   272.0   330.0   1034.0   967.0   1101.0   0.00045854
301.0   272.0   330.0   1174.5   1101.0   1248.0   -0.00015721
301.0   272.0   330.0   1329.0   1248.0   1410.0   5.7457e-05
301.0   272.0   330.0   1499.0   1410.0   1588.0   -2.0771e-05
362.5   330.0   395.0   115.0   97.0   133.0   -0.0087067
362.5   330.0   395.0   153.5   133.0   174.0   0.020008
362.5   330.0   395.0   197.0   174.0   220.0   -0.084863
362.5   330.0   395.0   246.0   220.0   272.0   0.20868
362.5   330.0   395.0   301.0   272.0   330.0   -0.49522
362.5   330.0   395.0   362.5   330.0   395.0   1.0
362.5   330.0   395.0   431.5   395.0   468.0   -0.48352
362.5   330.0   395.0   508.0   468.0   548.0   0.16367
362.5   330.0   395.0   593.0   548.0   638.0   -0.058613
362.5   330.0   395.0   687.5   638.0   737.0   0.022329
362.5   330.0   395.0   791.5   737.0   846.0   -0.0083125
362.5   330.0   395.0   906.5   846.0   967.0   0.003242
362.5   330.0   395.0   1034.0   967.0   1101.0   -0.0010844
362.5   330.0   395.0   1174.5   1101.0   1248.0   0.00038231
362.5   330.0   395.0   1329.0   1248.0   1410.0   -0.00013939
362.5   330.0   395.0   1499.0   1410.0   1588.0   5.1964e-05
431.5   395.0   468.0   115.0   97.0   133.0   0.0023205
431.5   395.0   468.0   153.5   133.0   174.0   -0.0073482
431.5   395.0   468.0   197.0   174.0   220.0   0.032981
431.5   395.0   468.0   246.0   220.0   272.0   -0.081173
431.5   395.0   468.0   301.0   272.0   330.0   0.19312
431.5   395.0   468.0   362.5   330.0   395.0   -0.48352
431.5   395.0   468.0   431.5   395.0   468.0   1.0
431.5   395.0   468.0   508.0   468.0   548.0   -0.43498
431.5   395.0   468.0   593.0   548.0   638.0   0.15456
431.5   395.0   468.0   687.5   638.0   737.0   -0.059642
431.5   395.0   468.0   791.5   737.0   846.0   0.022349
431.5   395.0   468.0   906.5   846.0   967.0   -0.0084389
431.5   395.0   468.0   1034.0   967.0   1101.0   0.0029397
431.5   395.0   468.0   1174.5   1101.0   1248.0   -0.0010282
431.5   395.0   468.0   1329.0   1248.0   1410.0   0.00037988
