#: table_doi: 10.17182/hepdata.115022.v2/t39
#: name: ak7_correlations_y4_y3
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $1.5 < |y| < 2.0$and $1.0 < |y| < 1.5$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y4_y3.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
115.0   97.0   133.0   115.0   97.0   133.0   0.0034669
115.0   97.0   133.0   153.5   133.0   174.0   0.0034435
115.0   97.0   133.0   197.0   174.0   220.0   -0.0004584
115.0   97.0   133.0   246.0   220.0   272.0   0.00013921
115.0   97.0   133.0   301.0   272.0   330.0   -0.0004788
115.0   97.0   133.0   362.5   330.0   395.0   -0.00016365
115.0   97.0   133.0   431.5   395.0   468.0   -0.00032825
115.0   97.0   133.0   508.0   468.0   548.0   -0.00016589
115.0   97.0   133.0   593.0   548.0   638.0   -0.00028684
115.0   97.0   133.0   687.5   638.0   737.0   -8.3901e-05
115.0   97.0   133.0   791.5   737.0   846.0   -0.00015661
115.0   97.0   133.0   906.5   846.0   967.0   -6.2279e-05
115.0   97.0   133.0   1034.0   967.0   1101.0   -3.5934e-05
115.0   97.0   133.0   1174.5   1101.0   1248.0   -1.1295e-05
115.0   97.0   133.0   1329.0   1248.0   1410.0   -2.6731e-05
115.0   97.0   133.0   1499.0   1410.0   1588.0   -9.6822e-06
115.0   97.0   133.0   1686.0   1588.0   1784.0   -1.2545e-06
115.0   97.0   133.0   1892.0   1784.0   2000.0   -1.3619e-06
115.0   97.0   133.0   2119.0   2000.0   2238.0   1.3655e-06
153.5   133.0   174.0   115.0   97.0   133.0   0.0025789
153.5   133.0   174.0   153.5   133.0   174.0   0.0049498
153.5   133.0   174.0   197.0   174.0   220.0   0.0058586
153.5   133.0   174.0   246.0   220.0   272.0   -0.0017467
153.5   133.0   174.0   301.0   272.0   330.0   0.0012466
153.5   133.0   174.0   362.5   330.0   395.0   -0.00040975
153.5   133.0   174.0   431.5   395.0   468.0   0.00035043
153.5   133.0   174.0   508.0   468.0   548.0   -1.1587e-05
