#: table_doi: 10.17182/hepdata.115022.v2/t26
#: name: ak7_correlations_y1_y2
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $|y| < 0.5$and $0.5 < |y| < 1.0$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y1_y2.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
115.0   97.0   133.0   115.0   97.0   133.0   0.020982
115.0   97.0   133.0   153.5   133.0   174.0   -0.0012503
115.0   97.0   133.0   197.0   174.0   220.0   -0.0006101
115.0   97.0   133.0   246.0   220.0   272.0   -0.00010242
115.0   97.0   133.0   301.0   272.0   330.0   -0.00088035
115.0   97.0   133.0   362.5   330.0   395.0   -0.00063932
115.0   97.0   133.0   431.5   395.0   468.0   -0.00057565
115.0   97.0   133.0   508.0   468.0   548.0   -0.0004782
115.0   97.0   133.0   593.0   548.0   638.0   -0.00048195
115.0   97.0   133.0   687.5   638.0   737.0   -0.00037697
115.0   97.0   133.0   791.5   737.0   846.0   -0.00036387
115.0   97.0   133.0   906.5   846.0   967.0   -0.00026002
115.0   97.0   133.0   1034.0   967.0   1101.0   -0.00017288
115.0   97.0   133.0   1174.5   1101.0   1248.0   -0.00010727
115.0   97.0   133.0   1329.0   1248.0   1410.0   -6.4076e-05
115.0   97.0   133.0   1499.0   1410.0   1588.0   -3.3195e-05
115.0   97.0   133.0   1686.0   1588.0   1784.0   -2.0819e-05
115.0   97.0   133.0   1892.0   1784.0   2000.0   -1.4941e-05
115.0   97.0   133.0   2119.0   2000.0   2238.0   -7.6656e-06
115.0   97.0   133.0   2369.0   2238.0   2500.0   -1.6136e-06
115.0   97.0   133.0   2643.5   2500.0   2787.0   -2.4197e-06
153.5   133.0   174.0   115.0   97.0   133.0   -0.0019895
153.5   133.0   174.0   153.5   133.0   174.0   0.0232
153.5   133.0   174.0   197.0   174.0   220.0   0.0081755
153.5   133.0   174.0   246.0   220.0   272.0   -0.0020097
153.5   133.0   174.0   301.0   272.0   330.0   0.0016564
153.5   133.0   174.0   362.5   330.0   395.0   -0.00025764
153.5   133.0   174.0   431.5   395.0   468.0   0.00045762
153.5   133.0   174.0   508.0   468.0   548.0   0.00011046
153.5   133.0   174.0   593.0   548.0   638.0   0.00023787
153.5   133.0   174.0   687.5   638.0   737.0   0.00013661
153.5   133.0   174.0   791.5   737.0   846.0   0.00015526
153.5   133.0   174.0   906.5   846.0   967.0   0.00010359
153.5   133.0   174.0   1034.0   967.0   1101.0   7.1611e-05
153.5   133.0   174.0   1174.5   1101.0   1248.0   4.3437e-05
153.5   133.0   174.0   1329.0   1248.0   1410.0   2.6414e-05
153.5   133.0   174.0   1499.0   1410.0   1588.0   1.3487e-05
153.5   133.0   174.0   1686.0   1588.0   1784.0   8.5854e-06
153.5   133.0   174.0   1892.0   1784.0   2000.0   6.0834e-06
153.5   133.0   174.0   2119.0   2000.0   2238.0   3.1355e-06
153.5   133.0   174.0   2369.0   2238.0   2500.0   6.8916e-07
153.5   133.0   174.0   2643.5   2500.0   2787.0   9.7876e-07
197.0   174.0   220.0   115.0   97.0   133.0   -0.00030624
197.0   174.0   220.0   153.5   133.0   174.0   0.0077005
197.0   174.0   220.0   197.0   174.0   220.0   -0.0035604
197.0   174.0   220.0   246.0   220.0   272.0   0.015466
197.0   174.0   220.0   301.0   272.0   330.0   -0.0058176
197.0   174.0   220.0   362.5   330.0   395.0   0.0026213
197.0   174.0   220.0   431.5   395.0   468.0   -0.0010616
197.0   174.0   220.0   508.0   468.0   548.0   0.00041613
197.0   174.0   220.0   593.0   548.0   638.0   -0.00023993
197.0   174.0   220.0   687.5   638.0   737.0   5.6176e-05
197.0   174.0   220.0   791.5   737.0   846.0   -5.9926e-05
197.0   174.0   220.0   906.5   846.0   967.0   -6.6589e-06
197.0   174.0   220.0   1034.0   967.0   1101.0   -1.7336e-05
197.0   174.0   220.0   1174.5   1101.0   1248.0   -5.6177e-06
197.0   174.0   220.0   1329.0   1248.0   1410.0   -5.4689e-06
197.0   174.0   220.0   1499.0   1410.0   1588.0   -1.8037e-06
197.0   174.0   220.0   1686.0   1588.0   1784.0   -1.6564e-06
197.0   174.0   220.0   1892.0   1784.0   2000.0   -8.7579e-07
197.0   174.0   220.0   2119.0   2000.0   2238.0   -5.5723e-07
197.0   174.0   220.0   2369.0   2238.0   2500.0   -1.9331e-07
