#: table_doi: 10.17182/hepdata.115022.v2/t37
#: name: ak7_correlations_y4_y1
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $1.5 < |y| < 2.0$and $|y| < 0.5$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y4_y1.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
115.0   97.0   133.0   115.0   97.0   133.0   0.0050254
115.0   97.0   133.0   153.5   133.0   174.0   0.0060954
115.0   97.0   133.0   197.0   174.0   220.0   -0.0012509
115.0   97.0   133.0   246.0   220.0   272.0   0.0012758
115.0   97.0   133.0   301.0   272.0   330.0   -0.00029176
115.0   97.0   133.0   362.5   330.0   395.0   0.00035285
115.0   97.0   133.0   431.5   395.0   468.0   5.0206e-05
115.0   97.0   133.0   508.0   468.0   548.0   0.00015048
115.0   97.0   133.0   593.0   548.0   638.0   7.5031e-05
115.0   97.0   133.0   687.5   638.0   737.0   0.00010773
115.0   97.0   133.0   791.5   737.0   846.0   6.8337e-05
115.0   97.0   133.0   906.5   846.0   967.0   6.4564e-05
115.0   97.0   133.0   1034.0   967.0   1101.0   4.0433e-05
115.0   97.0   133.0   1174.5   1101.0   1248.0   2.8117e-05
115.0   97.0   133.0   1329.0   1248.0   1410.0   1.6969e-05
115.0   97.0   133.0   1499.0   1410.0   1588.0   1.2578e-05
115.0   97.0   133.0   1686.0   1588.0   1784.0   6.5153e-06
115.0   97.0   133.0   1892.0   1784.0   2000.0   5.5226e-06
115.0   97.0   133.0   2119.0   2000.0   2238.0   2.6527e-06
115.0   97.0   133.0   2369.0   2238.0   2500.0   1.8141e-06
115.0   97.0   133.0   2643.5   2500.0   2787.0   1.1028e-07
115.0   97.0   133.0   2945.0   2787.0   3103.0   5.221e-07
153.5   133.0   174.0   115.0   97.0   133.0   0.0067671
153.5   133.0   174.0   153.5   133.0   174.0   0.03606
153.5   133.0   174.0   197.0   174.0   220.0   0.0033569
153.5   133.0   174.0   246.0   220.0   272.0   -0.00062557
153.5   133.0   174.0   301.0   272.0   330.0   0.00046837
153.5   133.0   174.0   362.5   330.0   395.0   -0.00026194
153.5   133.0   174.0   431.5   395.0   468.0   3.7485e-05
153.5   133.0   174.0   508.0   468.0   548.0   -8.2825e-05
153.5   133.0   174.0   593.0   548.0   638.0   -1.7914e-05
153.5   133.0   174.0   687.5   638.0   737.0   -4.9217e-05
153.5   133.0   174.0   791.5   737.0   846.0   -2.5979e-05
153.5   133.0   174.0   906.5   846.0   967.0   -2.7168e-05
153.5   133.0   174.0   1034.0   967.0   1101.0   -1.6175e-05
153.5   133.0   174.0   1174.5   1101.0   1248.0   -1.1589e-05
153.5   133.0   174.0   1329.0   1248.0   1410.0   -6.8537e-06
153.5   133.0   174.0   1499.0   1410.0   1588.0   -5.1429e-06
153.5   133.0   174.0   1686.0   1588.0   1784.0   -2.6258e-06
153.5   133.0   174.0   1892.0   1784.0   2000.0   -2.2376e-06
153.5   133.0   174.0   2119.0   2000.0   2238.0   -1.0547e-06
153.5   133.0   174.0   2369.0   2238.0   2500.0   -7.5341e-07
153.5   133.0   174.0   2643.5   2500.0   2787.0   -1.6785e-08
153.5   133.0   174.0   2945.0   2787.0   3103.0   -2.1191e-07
197.0   174.0   220.0   115.0   97.0   133.0   -0.0012346
197.0   174.0   220.0   153.5   133.0   174.0   0.0042388
197.0   174.0   220.0   197.0   174.0   220.0   0.016123
197.0   174.0   220.0   246.0   220.0   272.0   0.0057188
197.0   174.0   220.0   301.0   272.0   330.0   -0.0012641
197.0   174.0   220.0   362.5   330.0   395.0   0.00076179
197.0   174.0   220.0   431.5   395.0   468.0   -0.00023808
197.0   174.0   220.0   508.0   468.0   548.0   0.00015459
197.0   174.0   220.0   593.0   548.0   638.0   -5.8267e-05
