#: table_doi: 10.17182/hepdata.115022.v2/t38
#: name: ak7_correlations_y4_y2
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $1.5 < |y| < 2.0$and $0.5 < |y| < 1.0$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y4_y2.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
115.0   97.0   133.0   115.0   97.0   133.0   0.0044981
115.0   97.0   133.0   153.5   133.0   174.0   0.0060237
115.0   97.0   133.0   197.0   174.0   220.0   -0.0012431
115.0   97.0   133.0   246.0   220.0   272.0   0.0012141
115.0   97.0   133.0   301.0   272.0   330.0   -0.00024711
115.0   97.0   133.0   362.5   330.0   395.0   0.00035412
115.0   97.0   133.0   431.5   395.0   468.0   4.4178e-05
115.0   97.0   133.0   508.0   468.0   548.0   0.00013966
115.0   97.0   133.0   593.0   548.0   638.0   8.8332e-05
115.0   97.0   133.0   687.5   638.0   737.0   8.7894e-05
115.0   97.0   133.0   791.5   737.0   846.0   7.5919e-05
115.0   97.0   133.0   906.5   846.0   967.0   5.6888e-05
115.0   97.0   133.0   1034.0   967.0   1101.0   3.6633e-05
115.0   97.0   133.0   1174.5   1101.0   1248.0   2.3079e-05
115.0   97.0   133.0   1329.0   1248.0   1410.0   1.3825e-05
115.0   97.0   133.0   1499.0   1410.0   1588.0   7.2061e-06
115.0   97.0   133.0   1686.0   1588.0   1784.0   4.3799e-06
115.0   97.0   133.0   1892.0   1784.0   2000.0   3.1906e-06
115.0   97.0   133.0   2119.0   2000.0   2238.0   1.587e-06
115.0   97.0   133.0   2369.0   2238.0   2500.0   3.5674e-07
115.0   97.0   133.0   2643.5   2500.0   2787.0   5.0522e-07
153.5   133.0   174.0   115.0   97.0   133.0   0.0051743
153.5   133.0   174.0   153.5   133.0   174.0   0.034044
153.5   133.0   174.0   197.0   174.0   220.0   0.0021196
153.5   133.0   174.0   246.0   220.0   272.0   -0.00031378
153.5   133.0   174.0   301.0   272.0   330.0   0.00028549
153.5   133.0   174.0   362.5   330.0   395.0   -0.00019464
153.5   133.0   174.0   431.5   395.0   468.0   1.3164e-05
153.5   133.0   174.0   508.0   468.0   548.0   -6.7839e-05
153.5   133.0   174.0   593.0   548.0   638.0   -2.7571e-05
153.5   133.0   174.0   687.5   638.0   737.0   -3.9639e-05
153.5   133.0   174.0   791.5   737.0   846.0   -2.9627e-05
153.5   133.0   174.0   906.5   846.0   967.0   -2.3857e-05
153.5   133.0   174.0   1034.0   967.0   1101.0   -1.4674e-05
153.5   133.0   174.0   1174.5   1101.0   1248.0   -9.5292e-06
153.5   133.0   174.0   1329.0   1248.0   1410.0   -5.5642e-06
153.5   133.0   174.0   1499.0   1410.0   1588.0   -2.9474e-06
153.5   133.0   174.0   1686.0   1588.0   1784.0   -1.7413e-06
153.5   133.0   174.0   1892.0   1784.0   2000.0   -1.2938e-06
153.5   133.0   174.0   2119.0   2000.0   2238.0   -6.2449e-07
153.5   133.0   174.0   2369.0   2238.0   2500.0   -1.4621e-07
153.5   133.0   174.0   2643.5   2500.0   2787.0   -1.8951e-07
197.0   174.0   220.0   115.0   97.0   133.0   -0.00095622
197.0   174.0   220.0   153.5   133.0   174.0   0.0030823
197.0   174.0   220.0   197.0   174.0   220.0   0.015886
197.0   174.0   220.0   246.0   220.0   272.0   0.0051612
197.0   174.0   220.0   301.0   272.0   330.0   -0.0010977
197.0   174.0   220.0   362.5   330.0   395.0   0.00068678
197.0   174.0   220.0   431.5   395.0   468.0   -0.00022189
197.0   174.0   220.0   508.0   468.0   548.0   0.00014139
197.0   174.0   220.0   593.0   548.0   638.0   -5.523e-05
197.0   174.0   220.0   687.5   638.0   737.0   3.5397e-05
197.0   174.0   220.0   791.5   737.0   846.0   -2.4475e-06
197.0   174.0   220.0   906.5   846.0   967.0   1.0107e-05
197.0   174.0   220.0   1034.0   967.0   1101.0   2.3069e-06
197.0   174.0   220.0   1174.5   1101.0   1248.0   3.3301e-06
197.0   174.0   220.0   1329.0   1248.0   1410.0   1.2391e-06
197.0   174.0   220.0   1499.0   1410.0   1588.0   9.7422e-07
197.0   174.0   220.0   1686.0   1588.0   1784.0   4.8603e-07
197.0   174.0   220.0   1892.0   1784.0   2000.0   2.9175e-07
197.0   174.0   220.0   2119.0   2000.0   2238.0   1.0945e-07
197.0   174.0   220.0   2369.0   2238.0   2500.0   1.097e-07
197.0   174.0   220.0   2643.5   2500.0   2787.0   -4.33e-08
246.0   220.0   272.0   115.0   97.0   133.0   0.0012492
246.0   220.0   272.0   153.5   133.0   174.0   -0.0010038
246.0   220.0   272.0   197.0   174.0   220.0   0.006781
246.0   220.0   272.0   246.0   220.0   272.0   0.027362
246.0   220.0   272.0   301.0   272.0   330.0   -0.0075035
246.0   220.0   272.0   362.5   330.0   395.0   0.0036743
246.0   220.0   272.0   431.5   395.0   468.0   -0.0014532
246.0   220.0   272.0   508.0   468.0   548.0   0.00052966
246.0   220.0   272.0   593.0   548.0   638.0   -0.00015538
246.0   220.0   272.0   687.5   638.0   737.0   5.9302e-05
246.0   220.0   272.0   791.5   737.0   846.0   -2.7605e-05
246.0   220.0   272.0   906.5   846.0   967.0   8.2878e-06
246.0   220.0   272.0   1034.0   967.0   1101.0   -4.4788e-06
246.0   220.0   272.0   1174.5   1101.0   1248.0   6.2176e-07
246.0   220.0   272.0   1329.0   1248.0   1410.0   -6.0616e-07
246.0   220.0   272.0   1499.0   1410.0   1588.0   -6.5967e-09
246.0   220.0   272.0   1686.0   1588.0   1784.0   -7.614e-08
246.0   220.0   272.0   1892.0   1784.0   2000.0   1.4725e-07
246.0   220.0   272.0   2119.0   2000.0   2238.0   1.8381e-08
246.0   220.0   272.0   2369.0   2238.0   2500.0   -1.5141e-08
246.0   220.0   272.0   2643.5   2500.0   2787.0   1.2541e-07
301.0   272.0   330.0   115.0   97.0   133.0   -0.00031159
301.0   272.0   330.0   153.5   133.0   174.0   0.00071514
301.0   272.0   330.0   197.0   174.0   220.0   -0.0020587
301.0   272.0   330.0   246.0   220.0   272.0   -0.0056044
301.0   272.0   330.0   301.0   272.0   330.0   0.02396
301.0   272.0   330.0   362.5   330.0   395.0   -0.0070072
301.0   272.0   330.0   431.5   395.0   468.0   0.003472
301.0   272.0   330.0   508.0   468.0   548.0   -0.00093462
301.0   272.0   330.0   593.0   548.0   638.0   0.00028914
301.0   272.0   330.0   687.5   638.0   737.0   -0.00010626
301.0   272.0   330.0   791.5   737.0   846.0   5.0708e-05
301.0   272.0   330.0   906.5   846.0   967.0   -1.2487e-05
301.0   272.0   330.0   1034.0   967.0   1101.0   9.0783e-06
301.0   272.0   330.0   1174.5   1101.0   1248.0   7.8368e-07
301.0   272.0   330.0   1329.0   1248.0   1410.0   1.7251e-06
301.0   272.0   330.0   1499.0   1410.0   1588.0   8.2489e-07
301.0   272.0   330.0   1686.0   1588.0   1784.0   8.1128e-07
301.0   272.0   330.0   1892.0   1784.0   2000.0   -1.77e-07
301.0   272.0   330.0   2119.0   2000.0   2238.0   -1.8987e-07
301.0   272.0   330.0   2369.0   2238.0   2500.0   7.1399e-08
301.0   272.0   330.0   2643.5   2500.0   2787.0   -4.6522e-07
362.5   330.0   395.0   115.0   97.0   133.0   0.00030973
362.5   330.0   395.0   153.5   133.0   174.0   -0.00033735
362.5   330.0   395.0   197.0   174.0   220.0   0.0010814
362.5   330.0   395.0   246.0   220.0   272.0   0.0028259
362.5   330.0   395.0   301.0   272.0   330.0   -0.0060576
362.5   330.0   395.0   362.5   330.0   395.0   0.014617
362.5   330.0   395.0   431.5   395.0   468.0   -0.0028065
362.5   330.0   395.0   508.0   468.0   548.0   0.0014875
362.5   330.0   395.0   593.0   548.0   638.0   -9.0345e-05
362.5   330.0   395.0   687.5   638.0   737.0   4.5543e-05
362.5   330.0   395.0   791.5   737.0   846.0   9.6425e-06
362.5   330.0   395.0   906.5   846.0   967.0   1.0214e-05
362.5   330.0   395.0   1034.0   967.0   1101.0   1.2705e-05
362.5   330.0   395.0   1174.5   1101.0   1248.0   2.6522e-06
362.5   330.0   395.0   1329.0   1248.0   1410.0   5.973e-06
362.5   330.0   395.0   1499.0   1410.0   1588.0   2.0044e-06
362.5   330.0   395.0   1686.0   1588.0   1784.0   4.5782e-08
362.5   330.0   395.0   1892.0   1784.0   2000.0   1.7371e-06
362.5   330.0   395.0   2119.0   2000.0   2238.0   1.2496e-06
362.5   330.0   395.0   2369.0   2238.0   2500.0   -3.0844e-08
362.5   330.0   395.0   2643.5   2500.0   2787.0   1.2852e-06
431.5   395.0   468.0   115.0   97.0   133.0   3.6123e-05
431.5   395.0   468.0   153.5   133.0   174.0   7.863e-05
431.5   395.0   468.0   197.0   174.0   220.0   -0.00033968
431.5   395.0   468.0   246.0   220.0   272.0   -0.0010313
431.5   395.0   468.0   301.0   272.0   330.0   0.003064
431.5   395.0   468.0   362.5   330.0   395.0   -0.002311
431.5   395.0   468.0   431.5   395.0   468.0   0.013571
431.5   395.0   468.0   508.0   468.0   548.0   0.0014304
431.5   395.0   468.0   593.0   548.0   638.0   -0.00089004
431.5   395.0   468.0   687.5   638.0   737.0   0.00048171
431.5   395.0   468.0   791.5   737.0   846.0   -0.00014661
431.5   395.0   468.0   906.5   846.0   967.0   0.00011454
431.5   395.0   468.0   1034.0   967.0   1101.0   -2.2551e-05
431.5   395.0   468.0   1174.5   1101.0   1248.0   3.4829e-05
431.5   395.0   468.0   1329.0   1248.0   1410.0   -4.6065e-06
431.5   395.0   468.0   1499.0   1410.0   1588.0   6.5134e-06
431.5   395.0   468.0   1686.0   1588.0   1784.0   3.7717e-06
431.5   395.0   468.0   1892.0   1784.0   2000.0   -1.4479e-06
431.5   395.0   468.0   2119.0   2000.0   2238.0   1.7338e-06
431.5   395.0   468.0   2369.0   2238.0   2500.0   -1.8935e-06
431.5   395.0   468.0   2643.5   2500.0   2787.0   -2.819e-06
508.0   468.0   548.0   115.0   97.0   133.0   7.5483e-05
508.0   468.0   548.0   153.5   133.0   174.0   -6.224e-05
508.0   468.0   548.0   197.0   174.0   220.0   0.00018962
508.0   468.0   548.0   246.0   220.0   272.0   0.00030932
508.0   468.0   548.0   301.0   272.0   330.0   -0.00059234
508.0   468.0   548.0   362.5   330.0   395.0   0.0012077
508.0   468.0   548.0   431.5   395.0   468.0   0.0021455
508.0   468.0   548.0   508.0   468.0   548.0   0.012474
508.0   468.0   548.0   593.0   548.0   638.0   0.0012608
508.0   468.0   548.0   687.5   638.0   737.0   -0.00044292
508.0   468.0   548.0   791.5   737.0   846.0   0.00040867
508.0   468.0   548.0   906.5   846.0   967.0   -8.0372e-05
508.0   468.0   548.0   1034.0   967.0   1101.0   0.00014823
508.0   468.0   548.0   1174.5   1101.0   1248.0   -2.6613e-05
508.0   468.0   548.0   1329.0   1248.0   1410.0   4.7494e-05
508.0   468.0   548.0   1499.0   1410.0   1588.0   9.9583e-06
508.0   468.0   548.0   1686.0   1588.0   1784.0   -4.6141e-06
508.0   468.0   548.0   1892.0   1784.0   2000.0   1.007e-05
508.0   468.0   548.0   2119.0   2000.0   2238.0   -5.106e-06
508.0   468.0   548.0   2369.0   2238.0   2500.0   1.061e-05
508.0   468.0   548.0   2643.5   2500.0   2787.0   5.7847e-06
593.0   548.0   638.0   115.0   97.0   133.0   8.0464e-05
593.0   548.0   638.0   153.5   133.0   174.0   -1.0684e-05
593.0   548.0   638.0   197.0   174.0   220.0   -8.8133e-05
593.0   548.0   638.0   246.0   220.0   272.0   -1.9145e-05
593.0   548.0   638.0   301.0   272.0   330.0   7.9385e-05
593.0   548.0   638.0   362.5   330.0   395.0   0.00016314
593.0   548.0   638.0   431.5   395.0   468.0   -0.0012456
593.0   548.0   638.0   508.0   468.0   548.0   0.0019494
593.0   548.0   638.0   593.0   548.0   638.0   0.0046425
593.0   548.0   638.0   687.5   638.0   737.0   -5.9483e-05
593.0   548.0   638.0   791.5   737.0   846.0   0.0006061
593.0   548.0   638.0   906.5   846.0   967.0   0.00026093
593.0   548.0   638.0   1034.0   967.0   1101.0   1.2318e-05
593.0   548.0   638.0   1174.5   1101.0   1248.0   0.00019015
593.0   548.0   638.0   1329.0   1248.0   1410.0   -1.1049e-05
593.0   548.0   638.0   1499.0   1410.0   1588.0   1.9498e-05
593.0   548.0   638.0   1686.0   1588.0   1784.0   5.9186e-06
593.0   548.0   638.0   1892.0   1784.0   2000.0   5.2672e-06
593.0   548.0   638.0   2119.0   2000.0   2238.0   7.4272e-06
593.0   548.0   638.0   2369.0   2238.0   2500.0   -9.8414e-06
593.0   548.0   638.0   2643.5   2500.0   2787.0   -2.0098e-05
687.5   638.0   737.0   115.0   97.0   133.0   3.9436e-05
687.5   638.0   737.0   153.5   133.0   174.0   -2.3155e-05
687.5   638.0   737.0   197.0   174.0   220.0   4.048e-05
687.5   638.0   737.0   246.0   220.0   272.0   5.1931e-06
687.5   638.0   737.0   301.0   272.0   330.0   -1.6075e-05
687.5   638.0   737.0   362.5   330.0   395.0   -5.1848e-05
687.5   638.0   737.0   431.5   395.0   468.0   0.00058017
687.5   638.0   737.0   508.0   468.0   548.0   -0.00061536
687.5   638.0   737.0   593.0   548.0   638.0   9.3409e-05
687.5   638.0   737.0   687.5   638.0   737.0   0.0069894
687.5   638.0   737.0   791.5   737.0   846.0   0.001474
687.5   638.0   737.0   906.5   846.0   967.0   0.00044363
687.5   638.0   737.0   1034.0   967.0   1101.0   0.00078686
687.5   638.0   737.0   1174.5   1101.0   1248.0   -0.00014504
687.5   638.0   737.0   1329.0   1248.0   1410.0   0.00026133
687.5   638.0   737.0   1499.0   1410.0   1588.0   6.8009e-05
687.5   638.0   737.0   1686.0   1588.0   1784.0   4.9674e-05
687.5   638.0   737.0   1892.0   1784.0   2000.0   -1.4954e-06
687.5   638.0   737.0   2119.0   2000.0   2238.0   8.7999e-06
687.5   638.0   737.0   2369.0   2238.0   2500.0   2.3374e-05
687.5   638.0   737.0   2643.5   2500.0   2787.0   4.6601e-05
791.5   737.0   846.0   115.0   97.0   133.0   2.9283e-05
791.5   737.0   846.0   153.5   133.0   174.0   -8.4501e-06
791.5   737.0   846.0   197.0   174.0   220.0   -9.4735e-06
791.5   737.0   846.0   246.0   220.0   272.0   -1.6399e-06
791.5   737.0   846.0   301.0   272.0   330.0   1.3267e-05
791.5   737.0   846.0   362.5   330.0   395.0   4.9799e-05
791.5   737.0   846.0   431.5   395.0   468.0   -0.00016926
791.5   737.0   846.0   508.0   468.0   548.0   0.0004644
791.5   737.0   846.0   593.0   548.0   638.0   0.00056626
791.5   737.0   846.0   687.5   638.0   737.0   0.0014056
791.5   737.0   846.0   791.5   737.0   846.0   0.011501
791.5   737.0   846.0   906.5   846.0   967.0   0.0026972
791.5   737.0   846.0   1034.0   967.0   1101.0   0.00014751
791.5   737.0   846.0   1174.5   1101.0   1248.0   0.001152
791.5   737.0   846.0   1329.0   1248.0   1410.0   -7.8172e-05
791.5   737.0   846.0   1499.0   1410.0   1588.0   7.2467e-05
791.5   737.0   846.0   1686.0   1588.0   1784.0   -3.2202e-05
791.5   737.0   846.0   1892.0   1784.0   2000.0   5.7408e-05
791.5   737.0   846.0   2119.0   2000.0   2238.0   -5.4634e-05
791.5   737.0   846.0   2369.0   2238.0   2500.0   2.2417e-05
791.5   737.0   846.0   2643.5   2500.0   2787.0   -0.00015561
906.5   846.0   967.0   115.0   97.0   133.0   2.3532e-05
906.5   846.0   967.0   153.5   133.0   174.0   -1.0371e-05
906.5   846.0   967.0   197.0   174.0   220.0   8.1028e-06
906.5   846.0   967.0   246.0   220.0   272.0   9.1401e-07
906.5   846.0   967.0   301.0   272.0   330.0   -1.8207e-06
906.5   846.0   967.0   362.5   330.0   395.0   -7.9348e-06
906.5   846.0   967.0   431.5   395.0   468.0   0.00011071
906.5   846.0   967.0   508.0   468.0   548.0   -9.6363e-05
906.5   846.0   967.0   593.0   548.0   638.0   0.00020811
906.5   846.0   967.0   687.5   638.0   737.0   0.00047152
906.5   846.0   967.0   791.5   737.0   846.0   0.0022591
906.5   846.0   967.0   906.5   846.0   967.0   0.015566
906.5   846.0   967.0   1034.0   967.0   1101.0   0.0042242
906.5   846.0   967.0   1174.5   1101.0   1248.0   -0.00044498
906.5   846.0   967.0   1329.0   1248.0   1410.0   0.00092539
906.5   846.0   967.0   1499.0   1410.0   1588.0   0.00021264
906.5   846.0   967.0   1686.0   1588.0   1784.0   0.00027773
906.5   846.0   967.0   1892.0   1784.0   2000.0   1.6568e-05
906.5   846.0   967.0   2119.0   2000.0   2238.0   0.00013749
906.5   846.0   967.0   2369.0   2238.0   2500.0   -8.147e-05
906.5   846.0   967.0   2643.5   2500.0   2787.0   0.0004185
1034.0   967.0   1101.0   115.0   97.0   133.0   1.119e-05
1034.0   967.0   1101.0   153.5   133.0   174.0   -3.9337e-06
1034.0   967.0   1101.0   197.0   174.0   220.0   -3.2524e-07
1034.0   967.0   1101.0   246.0   220.0   272.0   4.1883e-07
1034.0   967.0   1101.0   301.0   272.0   330.0   2.2489e-06
1034.0   967.0   1101.0   362.5   330.0   395.0   1.3885e-05
1034.0   967.0   1101.0   431.5   395.0   468.0   -2.2856e-05
1034.0   967.0   1101.0   508.0   468.0   548.0   0.00010997
1034.0   967.0   1101.0   593.0   548.0   638.0   4.2747e-05
1034.0   967.0   1101.0   687.5   638.0   737.0   0.00044724
1034.0   967.0   1101.0   791.5   737.0   846.0   0.0004575
1034.0   967.0   1101.0   906.5   846.0   967.0   0.0029156
1034.0   967.0   1101.0   1034.0   967.0   1101.0   0.017924
1034.0   967.0   1101.0   1174.5   1101.0   1248.0   0.004563
1034.0   967.0   1101.0   1329.0   1248.0   1410.0   0.00036057
1034.0   967.0   1101.0   1499.0   1410.0   1588.0   0.00021324
1034.0   967.0   1101.0   1686.0   1588.0   1784.0   -0.00014035
1034.0   967.0   1101.0   1892.0   1784.0   2000.0   4.0935e-05
1034.0   967.0   1101.0   2119.0   2000.0   2238.0   7.9624e-05
1034.0   967.0   1101.0   2369.0   2238.0   2500.0   -2.0449e-05
1034.0   967.0   1101.0   2643.5   2500.0   2787.0   -5.3824e-05
1174.5   1101.0   1248.0   115.0   97.0   133.0   3.2151e-06
1174.5   1101.0   1248.0   153.5   133.0   174.0   -1.3553e-06
1174.5   1101.0   1248.0   197.0   174.0   220.0   1.1014e-06
1174.5   1101.0   1248.0   246.0   220.0   272.0   -1.9692e-07
1174.5   1101.0   1248.0   301.0   272.0   330.0   2.1965e-06
1174.5   1101.0   1248.0   362.5   330.0   395.0   -1.332e-06
1174.5   1101.0   1248.0   431.5   395.0   468.0   2.3428e-05
1174.5   1101.0   1248.0   508.0   468.0   548.0   -1.8207e-05
1174.5   1101.0   1248.0   593.0   548.0   638.0   0.00010326
1174.5   1101.0   1248.0   687.5   638.0   737.0   -8.8279e-05
1174.5   1101.0   1248.0   791.5   737.0   846.0   0.00057889
1174.5   1101.0   1248.0   906.5   846.0   967.0   0.00034724
1174.5   1101.0   1248.0   1034.0   967.0   1101.0   0.0023048
1174.5   1101.0   1248.0   1174.5   1101.0   1248.0   0.015952
1174.5   1101.0   1248.0   1329.0   1248.0   1410.0   0.0050056
1174.5   1101.0   1248.0   1499.0   1410.0   1588.0   1.7332e-05
1174.5   1101.0   1248.0   1686.0   1588.0   1784.0   0.00069289
1174.5   1101.0   1248.0   1892.0   1784.0   2000.0   -9.5356e-05
1174.5   1101.0   1248.0   2119.0   2000.0   2238.0   0.00029388
1174.5   1101.0   1248.0   2369.0   2238.0   2500.0   -5.6568e-05
1174.5   1101.0   1248.0   2643.5   2500.0   2787.0   3.7457e-05
1329.0   1248.0   1410.0   115.0   97.0   133.0   2.4959e-06
1329.0   1248.0   1410.0   153.5   133.0   174.0   -9.5338e-07
1329.0   1248.0   1410.0   197.0   174.0   220.0   3.2186e-07
1329.0   1248.0   1410.0   246.0   220.0   272.0   -1.9159e-07
1329.0   1248.0   1410.0   301.0   272.0   330.0   1.2448e-06
1329.0   1248.0   1410.0   362.5   330.0   395.0   5.5191e-07
1329.0   1248.0   1410.0   431.5   395.0   468.0   3.874e-06
1329.0   1248.0   1410.0   508.0   468.0   548.0   1.1949e-05
1329.0   1248.0   1410.0   593.0   548.0   638.0   -1.005e-06
1329.0   1248.0   1410.0   687.5   638.0   737.0   0.00010414
1329.0   1248.0   1410.0   791.5   737.0   846.0   -0.00014157
1329.0   1248.0   1410.0   906.5   846.0   967.0   0.00075543
1329.0   1248.0   1410.0   1034.0   967.0   1101.0   -0.0006148
1329.0   1248.0   1410.0   1174.5   1101.0   1248.0   0.0045111
1329.0   1248.0   1410.0   1329.0   1248.0   1410.0   0.010228
1329.0   1248.0   1410.0   1499.0   1410.0   1588.0   0.0027672
1329.0   1248.0   1410.0   1686.0   1588.0   1784.0   -0.00090035
1329.0   1248.0   1410.0   1892.0   1784.0   2000.0   2.1037e-05
1329.0   1248.0   1410.0   2119.0   2000.0   2238.0   -0.0003141
1329.0   1248.0   1410.0   2369.0   2238.0   2500.0   0.00013311
1329.0   1248.0   1410.0   2643.5   2500.0   2787.0   -9.2191e-05
1499.0   1410.0   1588.0   115.0   97.0   133.0   1.2568e-06
1499.0   1410.0   1588.0   153.5   133.0   174.0   -5.1591e-07
1499.0   1410.0   1588.0   197.0   174.0   220.0   1.919e-07
1499.0   1410.0   1588.0   246.0   220.0   272.0   -3.442e-08
1499.0   1410.0   1588.0   301.0   272.0   330.0   1.8179e-07
1499.0   1410.0   1588.0   362.5   330.0   395.0   9.9975e-07
1499.0   1410.0   1588.0   431.5   395.0   468.0   3.1272e-06
1499.0   1410.0   1588.0   508.0   468.0   548.0   1.4072e-06
1499.0   1410.0   1588.0   593.0   548.0   638.0   2.9941e-06
1499.0   1410.0   1588.0   687.5   638.0   737.0   -2.0318e-05
1499.0   1410.0   1588.0   791.5   737.0   846.0   0.00024261
1499.0   1410.0   1588.0   906.5   846.0   967.0   -0.00025457
1499.0   1410.0   1588.0   1034.0   967.0   1101.0   0.00077623
1499.0   1410.0   1588.0   1174.5   1101.0   1248.0   -0.00085532
1499.0   1410.0   1588.0   1329.0   1248.0   1410.0   0.0010148
1499.0   1410.0   1588.0   1499.0   1410.0   1588.0   0.0074868
1499.0   1410.0   1588.0   1686.0   1588.0   1784.0   0.005267
1499.0   1410.0   1588.0   1892.0   1784.0   2000.0   0.00012517
1499.0   1410.0   1588.0   2119.0   2000.0   2238.0   0.00037553
1499.0   1410.0   1588.0   2369.0   2238.0   2500.0   -0.00031433
1499.0   1410.0   1588.0   2643.5   2500.0   2787.0   0.00019371
