#: table_doi: 10.17182/hepdata.115022.v2/t29
#: name: ak7_correlations_y2_y1
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $0.5 < |y| < 1.0$and $|y| < 0.5$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y2_y1.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
115.0   97.0   133.0   115.0   97.0   133.0   0.020982
115.0   97.0   133.0   153.5   133.0   174.0   -0.0019895
115.0   97.0   133.0   197.0   174.0   220.0   -0.00030624
115.0   97.0   133.0   246.0   220.0   272.0   -4.2047e-05
115.0   97.0   133.0   301.0   272.0   330.0   -0.00082147
115.0   97.0   133.0   362.5   330.0   395.0   -0.00062334
115.0   97.0   133.0   431.5   395.0   468.0   -0.0006107
115.0   97.0   133.0   508.0   468.0   548.0   -0.00053989
115.0   97.0   133.0   593.0   548.0   638.0   -0.00042788
115.0   97.0   133.0   687.5   638.0   737.0   -0.00047607
115.0   97.0   133.0   791.5   737.0   846.0   -0.00033193
115.0   97.0   133.0   906.5   846.0   967.0   -0.00029849
115.0   97.0   133.0   1034.0   967.0   1101.0   -0.00019097
115.0   97.0   133.0   1174.5   1101.0   1248.0   -0.00013135
115.0   97.0   133.0   1329.0   1248.0   1410.0   -7.947e-05
115.0   97.0   133.0   1499.0   1410.0   1588.0   -5.8906e-05
115.0   97.0   133.0   1686.0   1588.0   1784.0   -3.0285e-05
115.0   97.0   133.0   1892.0   1784.0   2000.0   -2.5993e-05
115.0   97.0   133.0   2119.0   2000.0   2238.0   -1.2392e-05
115.0   97.0   133.0   2369.0   2238.0   2500.0   -8.5417e-06
115.0   97.0   133.0   2643.5   2500.0   2787.0   -5.4478e-07
115.0   97.0   133.0   2945.0   2787.0   3103.0   -2.4426e-06
153.5   133.0   174.0   115.0   97.0   133.0   -0.0012503
153.5   133.0   174.0   153.5   133.0   174.0   0.0232
153.5   133.0   174.0   197.0   174.0   220.0   0.0077005
153.5   133.0   174.0   246.0   220.0   272.0   -0.002147
153.5   133.0   174.0   301.0   272.0   330.0   0.0016177
153.5   133.0   174.0   362.5   330.0   395.0   -0.00022962
153.5   133.0   174.0   431.5   395.0   468.0   0.00045101
153.5   133.0   174.0   508.0   468.0   548.0   0.00015122
153.5   133.0   174.0   593.0   548.0   638.0   0.00021537
153.5   133.0   174.0   687.5   638.0   737.0   0.00018442
153.5   133.0   174.0   791.5   737.0   846.0   0.00014389
153.5   133.0   174.0   906.5   846.0   967.0   0.0001226
153.5   133.0   174.0   1034.0   967.0   1101.0   8.062e-05
153.5   133.0   174.0   1174.5   1101.0   1248.0   5.4612e-05
153.5   133.0   174.0   1329.0   1248.0   1410.0   3.344e-05
153.5   133.0   174.0   1499.0   1410.0   1588.0   2.4583e-05
153.5   133.0   174.0   1686.0   1588.0   1784.0   1.2721e-05
153.5   133.0   174.0   1892.0   1784.0   2000.0   1.0818e-05
153.5   133.0   174.0   2119.0   2000.0   2238.0   5.1781e-06
153.5   133.0   174.0   2369.0   2238.0   2500.0   3.5685e-06
153.5   133.0   174.0   2643.5   2500.0   2787.0   2.0018e-07
153.5   133.0   174.0   2945.0   2787.0   3103.0   1.0017e-06
197.0   174.0   220.0   115.0   97.0   133.0   -0.0006101
197.0   174.0   220.0   153.5   133.0   174.0   0.0081755
197.0   174.0   220.0   197.0   174.0   220.0   -0.0035604
197.0   174.0   220.0   246.0   220.0   272.0   0.016057
197.0   174.0   220.0   301.0   272.0   330.0   -0.0058032
197.0   174.0   220.0   362.5   330.0   395.0   0.0025461
197.0   174.0   220.0   431.5   395.0   468.0   -0.00096984
197.0   174.0   220.0   508.0   468.0   548.0   0.0003689
197.0   174.0   220.0   593.0   548.0   638.0   -0.00021629
197.0   174.0   220.0   687.5   638.0   737.0   3.3961e-05
197.0   174.0   220.0   791.5   737.0   846.0   -5.1115e-05
197.0   174.0   220.0   906.5   846.0   967.0   -1.2618e-05
197.0   174.0   220.0   1034.0   967.0   1101.0   -1.8187e-05
197.0   174.0   220.0   1174.5   1101.0   1248.0   -8.3089e-06
197.0   174.0   220.0   1329.0   1248.0   1410.0   -6.73e-06
197.0   174.0   220.0   1499.0   1410.0   1588.0   -4.1257e-06
197.0   174.0   220.0   1686.0   1588.0   1784.0   -2.3688e-06
197.0   174.0   220.0   1892.0   1784.0   2000.0   -1.6996e-06
197.0   174.0   220.0   2119.0   2000.0   2238.0   -8.7766e-07
197.0   174.0   220.0   2369.0   2238.0   2500.0   -6.4568e-07
197.0   174.0   220.0   2643.5   2500.0   2787.0   1.7825e-07
197.0   174.0   220.0   2945.0   2787.0   3103.0   -1.6013e-07
246.0   220.0   272.0   115.0   97.0   133.0   -0.00010242
246.0   220.0   272.0   153.5   133.0   174.0   -0.0020097
246.0   220.0   272.0   197.0   174.0   220.0   0.015466
246.0   220.0   272.0   246.0   220.0   272.0   0.014852
246.0   220.0   272.0   301.0   272.0   330.0   -7.3457e-05
246.0   220.0   272.0   362.5   330.0   395.0   0.00070837
246.0   220.0   272.0   431.5   395.0   468.0   -0.00028417
246.0   220.0   272.0   508.0   468.0   548.0   8.7419e-05
246.0   220.0   272.0   593.0   548.0   638.0   0.00010605
246.0   220.0   272.0   687.5   638.0   737.0   -2.4881e-06
246.0   220.0   272.0   791.5   737.0   846.0   3.0452e-05
246.0   220.0   272.0   906.5   846.0   967.0   1.4051e-05
246.0   220.0   272.0   1034.0   967.0   1101.0   1.4188e-05
246.0   220.0   272.0   1174.5   1101.0   1248.0   7.2589e-06
246.0   220.0   272.0   1329.0   1248.0   1410.0   6.4073e-06
246.0   220.0   272.0   1499.0   1410.0   1588.0   3.3676e-06
246.0   220.0   272.0   1686.0   1588.0   1784.0   2.3251e-06
246.0   220.0   272.0   1892.0   1784.0   2000.0   1.2535e-06
246.0   220.0   272.0   2119.0   2000.0   2238.0   6.8287e-07
246.0   220.0   272.0   2369.0   2238.0   2500.0   5.0909e-07
246.0   220.0   272.0   2643.5   2500.0   2787.0   -1.5368e-07
246.0   220.0   272.0   2945.0   2787.0   3103.0   2.0684e-08
301.0   272.0   330.0   115.0   97.0   133.0   -0.00088035
301.0   272.0   330.0   153.5   133.0   174.0   0.0016564
301.0   272.0   330.0   197.0   174.0   220.0   -0.0058176
301.0   272.0   330.0   246.0   220.0   272.0   0.000427
301.0   272.0   330.0   301.0   272.0   330.0   0.011235
301.0   272.0   330.0   362.5   330.0   395.0   -0.00057518
301.0   272.0   330.0   431.5   395.0   468.0   0.0012
301.0   272.0   330.0   508.0   468.0   548.0   0.00011413
301.0   272.0   330.0   593.0   548.0   638.0   -0.00019835
301.0   272.0   330.0   687.5   638.0   737.0   9.0909e-05
301.0   272.0   330.0   791.5   737.0   846.0   -1.9691e-05
301.0   272.0   330.0   906.5   846.0   967.0   1.8946e-05
301.0   272.0   330.0   1034.0   967.0   1101.0   -4.2225e-07
301.0   272.0   330.0   1174.5   1101.0   1248.0   7.6548e-06
301.0   272.0   330.0   1329.0   1248.0   1410.0   -4.8175e-07
301.0   272.0   330.0   1499.0   1410.0   1588.0   3.2759e-06
301.0   272.0   330.0   1686.0   1588.0   1784.0   2.0332e-07
301.0   272.0   330.0   1892.0   1784.0   2000.0   1.4793e-06
301.0   272.0   330.0   2119.0   2000.0   2238.0   9.0515e-07
301.0   272.0   330.0   2369.0   2238.0   2500.0   2.3227e-07
301.0   272.0   330.0   2643.5   2500.0   2787.0   1.2135e-06
301.0   272.0   330.0   2945.0   2787.0   3103.0   1.2256e-07
362.5   330.0   395.0   115.0   97.0   133.0   -0.00063932
362.5   330.0   395.0   153.5   133.0   174.0   -0.00025764
362.5   330.0   395.0   197.0   174.0   220.0   0.0026213
362.5   330.0   395.0   246.0   220.0   272.0   0.00056933
362.5   330.0   395.0   301.0   272.0   330.0   -0.00055131
362.5   330.0   395.0   362.5   330.0   395.0   0.0013131
362.5   330.0   395.0   431.5   395.0   468.0   0.0030383
362.5   330.0   395.0   508.0   468.0   548.0   -0.00076529
362.5   330.0   395.0   593.0   548.0   638.0   0.0010217
362.5   330.0   395.0   687.5   638.0   737.0   -0.00036007
362.5   330.0   395.0   791.5   737.0   846.0   0.00017748
362.5   330.0   395.0   906.5   846.0   967.0   -3.6351e-05
362.5   330.0   395.0   1034.0   967.0   1101.0   4.5389e-05
362.5   330.0   395.0   1174.5   1101.0   1248.0   -1.8394e-06
362.5   330.0   395.0   1329.0   1248.0   1410.0   1.8378e-05
362.5   330.0   395.0   1499.0   1410.0   1588.0   2.3288e-06
362.5   330.0   395.0   1686.0   1588.0   1784.0   5.6623e-06
362.5   330.0   395.0   1892.0   1784.0   2000.0   1.1962e-06
362.5   330.0   395.0   2119.0   2000.0   2238.0   1.0966e-06
362.5   330.0   395.0   2369.0   2238.0   2500.0   1.0844e-06
362.5   330.0   395.0   2643.5   2500.0   2787.0   -6.3609e-07
362.5   330.0   395.0   2945.0   2787.0   3103.0   -8.6503e-07
431.5   395.0   468.0   115.0   97.0   133.0   -0.00057565
431.5   395.0   468.0   153.5   133.0   174.0   0.00045762
431.5   395.0   468.0   197.0   174.0   220.0   -0.0010616
431.5   395.0   468.0   246.0   220.0   272.0   -0.00015989
431.5   395.0   468.0   301.0   272.0   330.0   0.0010531
431.5   395.0   468.0   362.5   330.0   395.0   0.0036539
431.5   395.0   468.0   431.5   395.0   468.0   0.0016688
431.5   395.0   468.0   508.0   468.0   548.0   0.0076698
431.5   395.0   468.0   593.0   548.0   638.0   -0.0034605
431.5   395.0   468.0   687.5   638.0   737.0   0.0015
431.5   395.0   468.0   791.5   737.0   846.0   -0.00046917
431.5   395.0   468.0   906.5   846.0   967.0   0.00026122
431.5   395.0   468.0   1034.0   967.0   1101.0   -5.5821e-05
431.5   395.0   468.0   1174.5   1101.0   1248.0   6.8889e-05
431.5   395.0   468.0   1329.0   1248.0   1410.0   -1.383e-05
431.5   395.0   468.0   1499.0   1410.0   1588.0   2.2536e-05
431.5   395.0   468.0   1686.0   1588.0   1784.0   6.237e-07
431.5   395.0   468.0   1892.0   1784.0   2000.0   9.0488e-06
431.5   395.0   468.0   2119.0   2000.0   2238.0   -1.0907e-07
431.5   395.0   468.0   2369.0   2238.0   2500.0   5.0012e-06
431.5   395.0   468.0   2643.5   2500.0   2787.0   3.1223e-06
431.5   395.0   468.0   2945.0   2787.0   3103.0   2.1121e-06
508.0   468.0   548.0   115.0   97.0   133.0   -0.0004782
508.0   468.0   548.0   153.5   133.0   174.0   0.00011046
508.0   468.0   548.0   197.0   174.0   220.0   0.00041613
508.0   468.0   548.0   246.0   220.0   272.0   6.1502e-05
508.0   468.0   548.0   301.0   272.0   330.0   0.00012804
508.0   468.0   548.0   362.5   330.0   395.0   -0.00092358
508.0   468.0   548.0   431.5   395.0   468.0   0.0076478
508.0   468.0   548.0   508.0   468.0   548.0   0.0019138
508.0   468.0   548.0   593.0   548.0   638.0   0.0074981
508.0   468.0   548.0   687.5   638.0   737.0   -0.0027891
508.0   468.0   548.0   791.5   737.0   846.0   0.0012941
508.0   468.0   548.0   906.5   846.0   967.0   -0.00035536
508.0   468.0   548.0   1034.0   967.0   1101.0   0.00028393
508.0   468.0   548.0   1174.5   1101.0   1248.0   -5.7477e-05
508.0   468.0   548.0   1329.0   1248.0   1410.0   0.0001039
508.0   468.0   548.0   1499.0   1410.0   1588.0   -1.168e-05
508.0   468.0   548.0   1686.0   1588.0   1784.0   3.0173e-05
508.0   468.0   548.0   1892.0   1784.0   2000.0   -1.353e-06
508.0   468.0   548.0   2119.0   2000.0   2238.0   1.3757e-05
508.0   468.0   548.0   2369.0   2238.0   2500.0   -3.382e-06
508.0   468.0   548.0   2643.5   2500.0   2787.0   -6.2241e-06
508.0   468.0   548.0   2945.0   2787.0   3103.0   -5.8364e-07
593.0   548.0   638.0   115.0   97.0   133.0   -0.00048195
593.0   548.0   638.0   153.5   133.0   174.0   0.00023787
593.0   548.0   638.0   197.0   174.0   220.0   -0.00023993
593.0   548.0   638.0   246.0   220.0   272.0   0.00011272
593.0   548.0   638.0   301.0   272.0   330.0   -0.00018995
593.0   548.0   638.0   362.5   330.0   395.0   0.0010917
593.0   548.0   638.0   431.5   395.0   468.0   -0.0035553
593.0   548.0   638.0   508.0   468.0   548.0   0.0076472
593.0   548.0   638.0   593.0   548.0   638.0   -0.0069228
593.0   548.0   638.0   687.5   638.0   737.0   0.00543
593.0   548.0   638.0   791.5   737.0   846.0   -0.0011366
593.0   548.0   638.0   906.5   846.0   967.0   0.0010876
593.0   548.0   638.0   1034.0   967.0   1101.0   -0.00016583
593.0   548.0   638.0   1174.5   1101.0   1248.0   0.00032808
593.0   548.0   638.0   1329.0   1248.0   1410.0   -6.8471e-05
593.0   548.0   638.0   1499.0   1410.0   1588.0   0.00012242
593.0   548.0   638.0   1686.0   1588.0   1784.0   -5.2485e-06
593.0   548.0   638.0   1892.0   1784.0   2000.0   4.2611e-05
593.0   548.0   638.0   2119.0   2000.0   2238.0   -9.8042e-06
593.0   548.0   638.0   2369.0   2238.0   2500.0   1.0491e-05
593.0   548.0   638.0   2643.5   2500.0   2787.0   2.1905e-05
593.0   548.0   638.0   2945.0   2787.0   3103.0   -2.0173e-06
687.5   638.0   737.0   115.0   97.0   133.0   -0.00037697
687.5   638.0   737.0   153.5   133.0   174.0   0.00013661
687.5   638.0   737.0   197.0   174.0   220.0   5.6176e-05
687.5   638.0   737.0   246.0   220.0   272.0   -1.3578e-05
687.5   638.0   737.0   301.0   272.0   330.0   9.6378e-05
687.5   638.0   737.0   362.5   330.0   395.0   -0.00042305
687.5   638.0   737.0   431.5   395.0   468.0   0.0016319
687.5   638.0   737.0   508.0   468.0   548.0   -0.0030696
687.5   638.0   737.0   593.0   548.0   638.0   0.005952
687.5   638.0   737.0   687.5   638.0   737.0   -0.0028196
687.5   638.0   737.0   791.5   737.0   846.0   0.0065259
687.5   638.0   737.0   906.5   846.0   967.0   -0.00095278
687.5   638.0   737.0   1034.0   967.0   1101.0   0.0015798
687.5   638.0   737.0   1174.5   1101.0   1248.0   -0.00014902
687.5   638.0   737.0   1329.0   1248.0   1410.0   0.00051181
687.5   638.0   737.0   1499.0   1410.0   1588.0   -4.363e-05
687.5   638.0   737.0   1686.0   1588.0   1784.0   0.00010395
687.5   638.0   737.0   1892.0   1784.0   2000.0   -2.5689e-05
687.5   638.0   737.0   2119.0   2000.0   2238.0   3.6635e-05
687.5   638.0   737.0   2369.0   2238.0   2500.0   1.1436e-05
687.5   638.0   737.0   2643.5   2500.0   2787.0   -2.7596e-05
687.5   638.0   737.0   2945.0   2787.0   3103.0   2.349e-06
791.5   737.0   846.0   115.0   97.0   133.0   -0.00036387
791.5   737.0   846.0   153.5   133.0   174.0   0.00015526
791.5   737.0   846.0   197.0   174.0   220.0   -5.9926e-05
791.5   737.0   846.0   246.0   220.0   272.0   3.487e-05
791.5   737.0   846.0   301.0   272.0   330.0   -2.4947e-05
791.5   737.0   846.0   362.5   330.0   395.0   0.00021752
791.5   737.0   846.0   431.5   395.0   468.0   -0.00055821
791.5   737.0   846.0   508.0   468.0   548.0   0.0015125
791.5   737.0   846.0   593.0   548.0   638.0   -0.0014136
791.5   737.0   846.0   687.5   638.0   737.0   0.0071073
791.5   737.0   846.0   791.5   737.0   846.0   0.006358
791.5   737.0   846.0   906.5   846.0   967.0   0.0082983
791.5   737.0   846.0   1034.0   967.0   1101.0   -0.00062562
791.5   737.0   846.0   1174.5   1101.0   1248.0   0.0018993
791.5   737.0   846.0   1329.0   1248.0   1410.0   -0.00035797
791.5   737.0   846.0   1499.0   1410.0   1588.0   0.00064195
791.5   737.0   846.0   1686.0   1588.0   1784.0   5.7324e-05
791.5   737.0   846.0   1892.0   1784.0   2000.0   0.00012651
791.5   737.0   846.0   2119.0   2000.0   2238.0   3.4889e-05
791.5   737.0   846.0   2369.0   2238.0   2500.0   1.5886e-05
791.5   737.0   846.0   2643.5   2500.0   2787.0   0.00011024
791.5   737.0   846.0   2945.0   2787.0   3103.0   -1.5511e-05
906.5   846.0   967.0   115.0   97.0   133.0   -0.00026002
906.5   846.0   967.0   153.5   133.0   174.0   0.00010359
906.5   846.0   967.0   197.0   174.0   220.0   -6.6589e-06
906.5   846.0   967.0   246.0   220.0   272.0   1.2565e-05
906.5   846.0   967.0   301.0   272.0   330.0   1.6198e-05
906.5   846.0   967.0   362.5   330.0   395.0   -4.0155e-05
906.5   846.0   967.0   431.5   395.0   468.0   0.00028395
906.5   846.0   967.0   508.0   468.0   548.0   -0.00046421
906.5   846.0   967.0   593.0   548.0   638.0   0.0013252
906.5   846.0   967.0   687.5   638.0   737.0   -0.0012637
906.5   846.0   967.0   791.5   737.0   846.0   0.0092597
906.5   846.0   967.0   906.5   846.0   967.0   0.019575
906.5   846.0   967.0   1034.0   967.0   1101.0   0.0099542
906.5   846.0   967.0   1174.5   1101.0   1248.0   4.8636e-05
906.5   846.0   967.0   1329.0   1248.0   1410.0   0.0025854
906.5   846.0   967.0   1499.0   1410.0   1588.0   -0.00058757
906.5   846.0   967.0   1686.0   1588.0   1784.0   0.00068994
906.5   846.0   967.0   1892.0   1784.0   2000.0   -0.00015402
906.5   846.0   967.0   2119.0   2000.0   2238.0   0.00020025
906.5   846.0   967.0   2369.0   2238.0   2500.0   -6.1111e-05
906.5   846.0   967.0   2643.5   2500.0   2787.0   -6.6528e-06
906.5   846.0   967.0   2945.0   2787.0   3103.0   -3.1149e-05
1034.0   967.0   1101.0   115.0   97.0   133.0   -0.00017288
1034.0   967.0   1101.0   153.5   133.0   174.0   7.1611e-05
1034.0   967.0   1101.0   197.0   174.0   220.0   -1.7336e-05
1034.0   967.0   1101.0   246.0   220.0   272.0   1.2274e-05
1034.0   967.0   1101.0   301.0   272.0   330.0   5.3413e-07
1034.0   967.0   1101.0   362.5   330.0   395.0   4.8565e-05
1034.0   967.0   1101.0   431.5   395.0   468.0   -6.7208e-05
1034.0   967.0   1101.0   508.0   468.0   548.0   0.00034746
1034.0   967.0   1101.0   593.0   548.0   638.0   -0.00026603
1034.0   967.0   1101.0   687.5   638.0   737.0   0.0017756
1034.0   967.0   1101.0   791.5   737.0   846.0   -0.00081145
1034.0   967.0   1101.0   906.5   846.0   967.0   0.011738
1034.0   967.0   1101.0   1034.0   967.0   1101.0   0.036861
1034.0   967.0   1101.0   1174.5   1101.0   1248.0   0.011947
1034.0   967.0   1101.0   1329.0   1248.0   1410.0   -7.3839e-05
1034.0   967.0   1101.0   1499.0   1410.0   1588.0   0.0033956
1034.0   967.0   1101.0   1686.0   1588.0   1784.0   -0.00043185
1034.0   967.0   1101.0   1892.0   1784.0   2000.0   0.0012211
1034.0   967.0   1101.0   2119.0   2000.0   2238.0   -0.00028017
1034.0   967.0   1101.0   2369.0   2238.0   2500.0   0.00033203
1034.0   967.0   1101.0   2643.5   2500.0   2787.0   -4.7166e-05
1034.0   967.0   1101.0   2945.0   2787.0   3103.0   7.6119e-05
1174.5   1101.0   1248.0   115.0   97.0   133.0   -0.00010727
1174.5   1101.0   1248.0   153.5   133.0   174.0   4.3437e-05
1174.5   1101.0   1248.0   197.0   174.0   220.0   -5.6177e-06
1174.5   1101.0   1248.0   246.0   220.0   272.0   6.1441e-06
1174.5   1101.0   1248.0   301.0   272.0   330.0   6.23e-06
1174.5   1101.0   1248.0   362.5   330.0   395.0   -2.1507e-06
1174.5   1101.0   1248.0   431.5   395.0   468.0   7.374e-05
1174.5   1101.0   1248.0   508.0   468.0   548.0   -8.3104e-05
1174.5   1101.0   1248.0   593.0   548.0   638.0   0.00041226
1174.5   1101.0   1248.0   687.5   638.0   737.0   -0.00031284
1174.5   1101.0   1248.0   791.5   737.0   846.0   0.0023747
1174.5   1101.0   1248.0   906.5   846.0   967.0   -0.00069578
1174.5   1101.0   1248.0   1034.0   967.0   1101.0   0.014748
1174.5   1101.0   1248.0   1174.5   1101.0   1248.0   0.053294
1174.5   1101.0   1248.0   1329.0   1248.0   1410.0   0.013261
1174.5   1101.0   1248.0   1499.0   1410.0   1588.0   -0.00076054
1174.5   1101.0   1248.0   1686.0   1588.0   1784.0   0.0031812
1174.5   1101.0   1248.0   1892.0   1784.0   2000.0   -0.0011022
1174.5   1101.0   1248.0   2119.0   2000.0   2238.0   0.0012576
1174.5   1101.0   1248.0   2369.0   2238.0   2500.0   -0.00045457
1174.5   1101.0   1248.0   2643.5   2500.0   2787.0   0.00020153
1174.5   1101.0   1248.0   2945.0   2787.0   3103.0   5.5607e-05
1329.0   1248.0   1410.0   115.0   97.0   133.0   -6.4076e-05
1329.0   1248.0   1410.0   153.5   133.0   174.0   2.6414e-05
1329.0   1248.0   1410.0   197.0   174.0   220.0   -5.4689e-06
1329.0   1248.0   1410.0   246.0   220.0   272.0   5.0663e-06
