115.0   97.0   133.0   9859.2   56.896   -56.896   125.27   -125.27   77.644   -77.644   -1.814   1.814   346.23   -346.23   24.932   -24.932   -262.03   262.03   13.206   -13.206   45.14   -45.14   -2.2016   2.2016   39.172   -39.172   -0.33392   0.33392   21.035   -21.035   -28.503   28.503   7.4514   -7.4514   -80.969   80.969   -97.141   97.141   128.02   -128.02   -10.624   10.624   -0.326   0.326   -0.80993   0.80993   -0.19239   0.19239   -224.95   224.95   68.232   -68.232   16.967   -16.967   -38.838   38.838   -11.093   11.093   238.48   -238.48   118.31   -118.31   162.88   -162.88
153.5   133.0   174.0   2086.1   14.83   -14.83   27.909   -27.909   17.965   -17.965   -0.036352   0.036352   66.535   -66.535   4.4441   -4.4441   -35.629   35.629   1.839   -1.839   8.3353   -8.3353   -0.054197   0.054197   4.0384   -4.0384   0.012368   -0.012368   3.5012   -3.5012   -9.0606   9.0606   3.2027   -3.2027   -12.861   12.861   -13.145   13.145   24.98   -24.98   -0.53988   0.53988   0.034747   -0.034747   -0.35527   0.35527   -0.0072931   0.0072931   -40.978   40.978   17.573   -17.573   3.5753   -3.5753   -4.9251   4.9251   -1.9403   1.9403   53.919   -53.919   25.034   -25.034   6.3666   -6.3666
197.0   174.0   220.0   539.35   3.0987   -3.0987   7.4242   -7.4242   4.7155   -4.7155   0.013797   -0.013797   15.284   -15.284   0.73132   -0.73132   -7.1189   7.1189   0.37527   -0.37527   1.8052   -1.8052   0.013825   -0.013825   0.4096   -0.4096   0.004343   -0.004343   0.72288   -0.72288   -3.2591   3.2591   0.93841   -0.93841   -2.4718   2.4718   -1.3569   1.3569   6.1101   -6.1101   -0.056887   0.056887   0.0027775   -0.0027775   0.052423   -0.052423   -0.0015203   0.0015203   -10.618   10.618   4.9935   -4.9935   1.0018   -1.0018   -0.73178   0.73178   -0.2823   0.2823   14.608   -14.608   6.4723   -6.4723   1.2341   -1.2341
246.0   220.0   272.0   151.3   1.0081   -1.0081   2.1081   -2.1081   1.2928   -1.2928   0.0035969   -0.0035969   3.7258   -3.7258   0.063617   -0.063617   -1.9404   1.9404   0.095643   -0.095643   0.38209   -0.38209   0.004041   -0.004041   -0.046396   0.046396   0.0009912   -0.0009912   0.13804   -0.13804   -1.1121   1.1121   0.26564   -0.26564   -0.53737   0.53737   0.17795   -0.17795   1.6327   -1.6327   0.013447   -0.013447   -0.002977   0.002977   0.043708   -0.043708   -0.00071872   0.00071872   -3.0372   3.0372   1.491   -1.491   0.27204   -0.27204   -0.064941   0.064941   -0.01097   0.01097   4.2024   -4.2024   1.8156   -1.8156   0.49958   -0.49958
301.0   272.0   330.0   47.807   0.24102   -0.24102   0.67605   -0.67605   0.40313   -0.40313   0.0004804   -0.0004804   1.0174   -1.0174   -0.022467   0.022467   -0.59685   0.59685   0.029874   -0.029874   0.086328   -0.086328   0.00075445   -0.00075445   -0.043804   0.043804   0.00012633   -0.00012633   0.022697   -0.022697   -0.36261   0.36261   0.083344   -0.083344   -0.11718   0.11718   0.21877   -0.21877   0.49256   -0.49256   -0.0035282   0.0035282   -0.0013178   0.0013178   0.023795   -0.023795   -0.00022784   0.00022784   -0.97407   0.97407   0.50001   -0.50001   0.082108   -0.082108   0.020514   -0.020514   0.016459   -0.016459   1.355   -1.355   0.57368   -0.57368   0.10495   -0.10495
362.5   330.0   395.0   15.458   0.063884   -0.063884   0.22461   -0.22461   0.13473   -0.13473   -3.0588e-05   3.0588e-05   0.28452   -0.28452   -0.018125   0.018125   -0.18815   0.18815   0.0099599   -0.0099599   0.019739   -0.019739   0.0001562   -0.0001562   -0.022177   0.022177   -2.0141e-05   2.0141e-05   0.0011153   -0.0011153   -0.10798   0.10798   0.027341   -0.027341   -0.020086   0.020086   0.12381   -0.12381   0.15232   -0.15232   -0.00093105   0.00093105   -0.00054498   0.00054498   0.009937   -0.009937   -6.2819e-05   6.2819e-05   -0.31875   0.31875   0.17326   -0.17326   0.026124   -0.026124   0.017329   -0.017329   0.010773   -0.010773   0.44872   -0.44872   0.1855   -0.1855   0.022834   -0.022834
431.5   395.0   468.0   5.2111   0.020927   -0.020927   0.079148   -0.079148   0.04802   -0.04802   -4.0027e-05   4.0027e-05   0.082837   -0.082837   -0.0093835   0.0093835   -0.061897   0.061897   0.0035329   -0.0035329   0.0054682   -0.0054682   5.5445e-05   -5.5445e-05   -0.0094226   0.0094226   -1.3712e-05   1.3712e-05   -0.0015026   0.0015026   -0.028953   0.028953   0.009663   -0.009663   0.0010892   -0.0010892   0.060862   -0.060862   0.049155   -0.049155   -0.00036479   0.00036479   -0.00020417   0.00020417   0.0038531   -0.0038531   -1.9041e-05   1.9041e-05   -0.10955   0.10955   0.063527   -0.063527   0.0093766   -0.0093766   0.0094218   -0.0094218   0.0052265   -0.0052265   0.15622   -0.15622   0.062533   -0.062533   -0.0022334   0.0022334
508.0   468.0   548.0   1.7723   0.0074861   -0.0074861   0.028645   -0.028645   0.017354   -0.017354   -1.1991e-05   1.1991e-05   0.024137   -0.024137   -0.0042529   0.0042529   -0.020565   0.020565   0.0012792   -0.0012792   0.0015904   -0.0015904   2.1748e-05   -2.1748e-05   -0.0034695   0.0034695   -5.1178e-06   5.1178e-06   -0.00094974   0.00094974   -0.007884   0.007884   0.0035448   -0.0035448   0.0023667   -0.0023667   0.02797   -0.02797   0.016019   -0.016019   -9.4884e-05   9.4884e-05   -7.8357e-05   7.8357e-05   0.0015124   -0.0015124   -5.7169e-06   5.7169e-06   -0.038747   0.038747   0.023837   -0.023837   0.0034428   -0.0034428   0.0044566   -0.0044566   0.0022995   -0.0022995   0.055443   -0.055443   0.021268   -0.021268   -0.0037878   0.0037878
593.0   548.0   638.0   0.60443   0.0023912   -0.0023912   0.010571   -0.010571   0.006436   -0.006436   -7.9664e-07   7.9664e-07   0.0068729   -0.0068729   -0.0018212   0.0018212   -0.0071909   0.0071909   0.0004695   -0.0004695   0.00047622   -0.00047622   1.2025e-05   -1.2025e-05   -0.0011388   0.0011388   -1.1731e-06   1.1731e-06   -0.00043086   0.00043086   -0.0022801   0.0022801   0.0013272   -0.0013272   0.0015065   -0.0015065   0.012414   -0.012414   0.0052375   -0.0052375   -1.3987e-05   1.3987e-05   -3.3938e-05   3.3938e-05   0.00062267   -0.00062267   -1.6067e-06   1.6067e-06   -0.014175   0.014175   0.0090803   -0.0090803   0.0012725   -0.0012725   0.0019735   -0.0019735   0.00099359   -0.00099359   0.019949   -0.019949   0.0072531   -0.0072531   -0.0011278   0.0011278
687.5   638.0   737.0   0.20023   0.00083025   -0.00083025   0.0038444   -0.0038444   0.0023606   -0.0023606   1.0886e-06   -1.0886e-06   0.0017914   -0.0017914   -0.00073882   0.00073882   -0.0025643   0.0025643   0.00016955   -0.00016955   0.00014589   -0.00014589   4.9703e-06   -4.9703e-06   -0.00029938   0.00029938   -2.8766e-07   2.8766e-07   -0.00015919   0.00015919   -0.00065935   0.00065935   0.00048574   -0.00048574   0.00074059   -0.00074059   0.0052404   -0.0052404   0.0016636   -0.0016636   3.5923e-06   -3.5923e-06   -1.6636e-05   1.6636e-05   0.00024291   -0.00024291   -4.0621e-07   4.0621e-07   -0.0052286   0.0052286   0.0033921   -0.0033921   0.00045936   -0.00045936   0.00081632   -0.00081632   0.0004127   -0.0004127   0.0070474   -0.0070474   0.0024028   -0.0024028   -0.00042973   0.00042973
